age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,Unnamed: 0
26.0,Private,109570.0,10.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,35.0,United-States,0,
19.0,Private,407759.0,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
39.0,Private,401832.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,0,
54.60657053280345,Private,229938.3495614418,10.000298036694048,Divorced,Sales,Unmarried,White,Female,0.001999999403953552,-0.0019999998807907105,39.04468231737499,United-States,0,11518.0
35.0,Private,244803.0,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Peru,0,
23.0,Private,118693.0,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0,
21.0,Private,255685.0,10.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),0,
37.0,Self-emp-not-inc,180150.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,1,
18.095064997704448,Private,167051.96366946527,11.000264417767568,Never-married,Exec-managerial,Own-child,White,Female,0.001999999761581421,-0.002,28.20962518878425,United-States,0,3948.0
58.902803336812354,Private,201288.62983219113,12.924795360312064,Never-married,Tech-support,Not-in-family,White,Female,5917.522293113791,1392.9960138412864,40.00148010396662,United-States,1,11297.0
57.0,Self-emp-inc,140319.0,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,0,
17.0,Private,168203.0,4.0,Never-married,Farming-fishing,Other-relative,Other,Male,0.0,0.0,40.0,Mexico,0,
51.0,Private,255412.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,France,1,
25.0,Private,181528.0,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,43.0,United-States,0,
51.0,Private,154342.0,4.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,122346.0,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
24.0,Private,237386.0,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,42.0,United-States,0,
49.0,Private,268234.0,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0,
22.0,Private,136873.0,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
42.0,Self-emp-inc,277488.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,65.0,United-States,1,
38.0,Private,258888.0,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,United-States,1,
23.0,Private,122048.0,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
45.384055008993386,Private,123952.45939064474,9.999916763737316,Divorced,Other-service,Not-in-family,Black,Female,0.001999999761581421,-0.0019999996423721318,40.362752636716095,United-States,0,8845.0
38.0,Private,207568.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,United-States,1,
31.0,Private,206541.0,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Private,87556.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1,
25.0,Private,144478.0,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,Poland,0,
59.0,Self-emp-not-inc,75804.0,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,1,
22.0,Private,180449.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,28.0,United-States,0,
27.0,Private,95647.0,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0,
24.0,Private,194630.0,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0,
50.0,Private,192203.0,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0,
24.0,State-gov,43475.0,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
18.0,Private,376647.0,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,2176.0,0.0,25.0,United-States,0,
51.0,Local-gov,152754.0,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1,
24.0,Private,92609.0,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,45.0,United-States,0,
32.0,Private,387270.0,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1,
47.0,Private,125120.0,13.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
30.0,Private,204704.0,13.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,1,
58.35757963757607,Private,411874.4506672039,14.462432955944257,Divorced,Prof-specialty,Unmarried,Black,Female,8885.504986916705,-0.002,40.620141947195,United-States,1,2273.0
40.57133676407213,Private,232643.89710098907,9.000453892886016,Divorced,Other-service,Wife,White,Female,0.0019999996423721318,-0.002,40.00190080392065,United-States,1,4655.0
58.0,Private,209423.0,2.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,38.0,Cuba,0,
34.0,Private,242361.0,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,50.0,United-States,0,
20.0,Private,108887.0,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,0,
24.0,Private,176580.0,3.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,0,
21.0,Private,232591.0,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
41.30077443711853,Private,208445.4852239176,9.000306528508041,Divorced,Adm-clerical,Own-child,White,Female,0.002,-0.0019999998807907105,40.00173391341868,United-States,0,2078.0
42.0,Private,168103.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
35.0,Self-emp-not-inc,168475.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,1,
28.0,Private,65389.0,9.0,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,30.0,United-States,0,
68.0,Private,211162.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
40.0,Private,566537.0,1.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1672.0,40.0,Mexico,0,
47.0,Self-emp-not-inc,265097.0,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,1,
32.0,Private,211699.0,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,40.0,United-States,1,
33.0,Private,229732.0,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1,
32.0,Self-emp-inc,111746.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
40.0,Local-gov,99185.0,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0,
48.0,Private,125421.0,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,1,
51.0,Private,123429.0,12.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0,
46.0,Local-gov,148995.0,13.0,Never-married,Prof-specialty,Own-child,White,Male,4787.0,0.0,45.0,United-States,1,
31.0,Private,126402.0,9.0,Never-married,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,60.0,United-States,0,
31.0,Private,344200.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
26.0,Private,117833.0,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,1669.0,50.0,United-States,0,
26.0,Private,57512.0,11.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,48.0,United-States,0,
21.0,Private,50411.0,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
51.0,Private,175070.0,12.0,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,45.0,United-States,1,
25.0,Private,266820.0,1.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,35.0,Mexico,0,
34.0,Local-gov,236415.0,10.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,18.0,United-States,0,
42.0,Private,144002.0,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
40.0,Private,272960.0,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,42.0,United-States,1,
35.0,Local-gov,233327.0,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0,
29.44227627107271,Private,408761.5589759764,10.000051060296114,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.002,-0.0019999998807907105,80.89456539968205,United-States,0,5546.0
51.0,Self-emp-inc,183173.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States,1,
40.0,Private,199900.0,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,55.0,United-States,1,
19.412935569287807,Private,238305.57992035762,9.000421211629485,Never-married,Adm-clerical,Unmarried,White,Female,0.001999999761581421,-0.002,40.00034881648126,United-States,0,6030.0
23.0,Self-emp-not-inc,121313.0,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
53.0,Private,386773.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,1,
27.0,State-gov,206889.0,12.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
20.0,Private,212668.0,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,0,
62.0,Private,200332.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
37.0,Private,188540.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,45.0,United-States,1,
34.0,State-gov,177331.0,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386.0,0.0,40.0,United-States,1,
44.0,Private,267717.0,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,45.0,United-States,1,
32.0,Self-emp-not-inc,39369.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
43.0,Private,187702.0,10.0,Never-married,Other-service,Not-in-family,White,Male,2174.0,0.0,45.0,United-States,0,
24.0,Private,143436.0,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,24.0,United-States,0,
28.0,Private,300915.0,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,0,
38.0,Private,242720.0,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,1,
35.0,Private,82552.0,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,35.0,United-States,0,
19.0,Private,319889.0,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,0,
33.0,Private,155781.0,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1,
50.0,Local-gov,24139.0,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,65.0,United-States,0,
20.0,Private,145917.0,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,0,
43.0,Self-emp-inc,247981.0,9.0,Divorced,Craft-repair,Unmarried,White,Male,5455.0,0.0,50.0,United-States,0,
29.0,Self-emp-not-inc,85572.0,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,5.0,United-States,0,
34.0,Private,89644.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1,
28.0,Private,132078.0,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
34.0,Local-gov,117392.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
44.0,Private,77313.0,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,0,
46.0,Federal-gov,199925.0,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
32.0,Private,207668.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,45.0,United-States,1,
26.0,Private,57512.0,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,211678.0,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
25.0,Private,200408.0,12.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
32.0,Self-emp-not-inc,62272.0,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
69.09035172503017,Private,199444.39149213216,9.000594699203349,Separated,Machine-op-inspct,Not-in-family,White,Female,0.00199996280670166,-0.002,40.001872050282394,United-States,0,9100.0
66.0,Private,101607.0,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,10.0,United-States,0,
33.0,Private,175697.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,United-States,1,
44.0,Private,286750.0,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50.0,United-States,1,
39.0,Self-emp-not-inc,122353.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
78.0,Self-emp-not-inc,82815.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,3.0,United-States,1,
49.0,Self-emp-not-inc,122584.0,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Self-emp-inc,175769.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,1,
34.0,Private,203051.0,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,27.0,United-States,0,
73.0,Private,77884.0,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0,
22.22685377155045,Local-gov,231228.94717829747,10.000314200818057,Never-married,Sales,Own-child,White,Female,0.0019999600648880006,-0.002,29.488336173926143,United-States,0,7147.0
47.0,Self-emp-inc,239321.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1,
26.0,Private,213081.0,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,Jamaica,0,
48.0,Private,355978.0,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
38.0,Local-gov,227154.0,13.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0,
61.0,Self-emp-inc,156653.0,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,55.0,United-States,0,
43.0,Private,183273.0,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,32.0,United-States,1,
36.0,Private,255454.0,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,30.0,United-States,0,
27.0,Private,258768.0,13.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0,
43.0,Private,33310.0,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
39.0,Private,176101.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
31.098880315678834,Local-gov,224062.74698941736,9.000865457653378,Never-married,Exec-managerial,Not-in-family,White,Female,0.0019999964237213137,-0.0019999998807907105,40.00153891896906,United-States,0,3718.0
90.0,Local-gov,227796.0,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051.0,0.0,60.0,United-States,1,
55.0,Private,37438.0,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1,
74.0,State-gov,117017.0,10.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,16.0,United-States,0,
38.0,Private,192930.0,9.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,10.0,United-States,0,
42.431693048616154,Private,148769.4896724149,10.000307975053305,Divorced,Adm-clerical,Not-in-family,White,Female,0.001999999403953552,-0.001999953746795655,40.00169325911703,United-States,0,7385.0
58.0,Self-emp-not-inc,157786.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0,
31.0,Private,144064.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,1,
50.0,Self-emp-not-inc,64667.0,9.0,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,60.0,Vietnam,0,
59.0,Private,67841.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,1,
41.0,State-gov,283917.0,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,1,
39.0,Private,282153.0,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0,
38.0,Federal-gov,48123.0,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
44.0,State-gov,175696.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
19.31930791769741,Local-gov,63287.35005945325,10.00017536100697,Never-married,Transport-moving,Own-child,White,Female,0.0019999924898147585,-0.0020000002384185788,23.644675348189807,United-States,0,6132.0
28.0,Private,398918.0,9.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
45.0,Self-emp-inc,117605.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,1,
17.0,Private,260797.0,6.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,23.0,United-States,0,
45.0,Self-emp-not-inc,341117.0,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
21.0,Private,322144.0,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
32.0,Private,169841.0,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0,
45.0,Private,98881.0,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,32.0,United-States,0,
45.0,Private,168038.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,United-States,0,
50.0,Self-emp-not-inc,312477.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,1,
38.17282315404157,Private,127202.70293096881,10.0003448187108,Divorced,Exec-managerial,Unmarried,White,Female,0.001999999165534973,-0.0019999998807907105,38.13274351120781,United-States,0,558.0
21.0,Private,654141.0,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,0,
60.0,State-gov,358893.0,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,2339.0,40.0,United-States,0,
37.0,Private,186934.0,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103.0,0.0,44.0,United-States,1,
59.0,State-gov,186308.0,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0,
46.0,Private,101455.0,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,0,
42.0,Private,33002.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,0,
30.0,Local-gov,159773.0,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45.0,United-States,1,
54.0,Private,203635.0,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,60.0,United-States,1,
50.0,Private,269095.0,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
21.0,Private,342575.0,10.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,30.0,United-States,0,
38.0,Private,219902.0,9.0,Separated,Transport-moving,Unmarried,Black,Female,0.0,0.0,30.0,United-States,0,
54.0,Self-emp-inc,206964.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,40.0,United-States,1,
23.0,Private,216867.0,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,37.0,Mexico,0,
46.0,Local-gov,207946.0,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,43.0,United-States,0,
31.0,Private,147284.0,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,99.0,United-States,1,
26.0,Private,284078.0,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
62.0,Self-emp-not-inc,226546.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,16.0,United-States,0,
30.0,Self-emp-not-inc,196342.0,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,25.0,United-States,0,
44.0,Federal-gov,344060.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
45.117596502207476,Private,24879.923858620085,9.00097788262305,Married-civ-spouse,Other-service,Wife,White,Female,24919.73543171633,-0.00199994707107544,47.29141093477264,United-States,1,12798.0
43.0,Private,303051.0,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,1,
63.0,Private,76860.0,13.0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,1,
37.0,State-gov,173780.0,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,30.0,United-States,0,
25.0,Private,124111.0,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
23.0,State-gov,305498.0,11.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
28.0,Private,50814.0,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
40.0,Private,341835.0,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0,
20.0,Private,24967.0,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,47.0,United-States,0,
47.0,Private,398652.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1,
24.0,Private,382146.0,10.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0,
41.0,Private,92733.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1,
49.0,Private,168262.0,6.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,48.0,United-States,0,
40.0,Local-gov,240504.0,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
55.0,Private,171355.0,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,20.0,United-States,0,
18.0,Private,168740.0,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,0,
58.0,Private,314153.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1,
38.0,Private,204640.0,10.0,Widowed,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0,
55.0,Private,50164.0,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1,
40.0,Self-emp-not-inc,154076.0,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,0,
41.0,Self-emp-not-inc,252986.0,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
29.0,Private,307812.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,0,
31.978747440000138,State-gov,245611.2340094957,10.00031673607182,Divorced,Other-service,Unmarried,White,Female,0.001999999761581421,-0.002,40.001821264740855,United-States,0,3564.0
22.4921901468182,Private,187855.48003869422,9.000252290248248,Never-married,Adm-clerical,Own-child,White,Female,0.002,-0.002,38.47844350669397,United-States,0,8501.0
34.0,Self-emp-inc,80249.0,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,0,
28.0,Private,430084.0,9.0,Divorced,Other-service,Own-child,Black,Male,0.0,0.0,35.0,United-States,0,
49.0,Private,250733.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46.0,United-States,0,
47.0,Local-gov,81654.0,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,56.0,United-States,1,
37.0,Private,343721.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
32.0,Private,34104.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,55.0,United-States,1,
38.0,Private,149419.0,11.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
53.0,Private,194791.0,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,0,
32.0,Private,116055.0,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,2977.0,0.0,35.0,United-States,0,
28.0,Private,166320.0,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
54.0,Private,115284.0,13.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,45.0,United-States,1,
28.0,Self-emp-inc,204247.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1,
35.0,Private,409200.0,12.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
51.0,Private,215404.0,13.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,15024.0,0.0,40.0,United-States,1,
73.0,Local-gov,45784.0,10.0,Never-married,Prof-specialty,Other-relative,White,Female,0.0,0.0,11.0,United-States,0,
18.067269363303293,Private,216036.47808916218,10.000218049570435,Never-married,Sales,Own-child,Black,Female,0.0019999995231628413,-0.0019999996423721318,28.76900828483475,United-States,0,670.0
18.0,Private,378707.0,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0,
46.0,Local-gov,114160.0,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,45.0,United-States,1,
20.894233277823623,Private,204663.1665778806,10.000318801849598,Never-married,Sales,Own-child,White,Female,0.0020000002384185788,-0.002,28.93106553084919,United-States,0,10573.0
19.0,Private,206777.0,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,0,
37.970450561702506,Private,131137.27274701823,10.0003265322442,Never-married,Adm-clerical,Own-child,Black,Female,0.001999996066093445,-0.0019999995231628413,40.00153534221353,United-States,0,14445.0
